發生年度,發生月份,發生日期,發生時間,發生地點,天候名稱,光線名稱,道路類別-第1當事者-名稱,路面狀況-路面狀態名稱,事故類型及型態大類別名稱,肇因研判子類別名稱-主要,死亡受傷人數,當事者順位,當事者區分-類別-大類別名稱-車種,當事者屬-性-別名稱,當事者事故發生時年齡,經度,緯度
2021,1,20210110,182100,臺中市大里區西湖里草堤路229號前0.0公尺,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,汽(機)車本身,未注意車前狀態,死亡1;受傷0,1,小客車,男,47,120.672991,24.081261
2021,1,20210110,203900,彰化縣福興鄉外中村番花路1段前0.0公尺,陰,夜間(或隧道、地下道、涵洞)有照明,村里道路,乾燥,車與車,未依規定讓車,死亡1;受傷1,2,機車,男,40,120.480364,24.017853
2021,1,20210110,203900,彰化縣福興鄉外中村番花路1段前0.0公尺,陰,夜間(或隧道、地下道、涵洞)有照明,村里道路,乾燥,車與車,未依規定讓車,死亡1;受傷1,1,小客車,男,33,120.480364,24.017853
2021,1,20210111,24400,苗栗縣南庄鄉苗124乙線4.3公里處,雨,夜間(或隧道、地下道、涵洞)有照明,縣道,濕潤,人與汽(機)車,未注意車前狀態,死亡1;受傷0,1,小客車,男,40,120.999098,24.634867
2021,1,20210111,24400,苗栗縣南庄鄉苗124乙線4.3公里處,雨,夜間(或隧道、地下道、涵洞)有照明,縣道,濕潤,人與汽(機)車,未注意車前狀態,死亡1;受傷0,2,人,男,41,120.999098,24.634867
2021,1,20210111,61400,臺中市北屯區平和里文心路四段123號前0.0公尺,雨,晨或暮光,市區道路,濕潤,車與車,未注意車前狀態,死亡1;受傷1,3,小客車,男,54,120.675193,24.173921
2021,1,20210111,61400,臺中市北屯區平和里文心路四段123號前0.0公尺,雨,晨或暮光,市區道路,濕潤,車與車,未注意車前狀態,死亡1;受傷1,4,小客車,女,75,120.675193,24.173921
2021,1,20210111,61400,臺中市北屯區平和里文心路四段123號前0.0公尺,雨,晨或暮光,市區道路,濕潤,車與車,未注意車前狀態,死亡1;受傷1,1,機車,男,29,120.675193,24.173921
2021,1,20210111,61400,臺中市北屯區平和里文心路四段123號前0.0公尺,雨,晨或暮光,市區道路,濕潤,車與車,未注意車前狀態,死亡1;受傷1,2,機車,男,55,120.675193,24.173921
2021,1,20210111,124036,宜蘭縣三星鄉台7甲線 6公里100.0公尺處東側向內側,雨,日間自然光線,省道,濕潤,車與車,違反特定標誌(線)禁制,死亡1;受傷2,3,人,男,21,121.507641,24.592609
2021,1,20210111,124036,宜蘭縣三星鄉台7甲線 6公里100.0公尺處東側向內側,雨,日間自然光線,省道,濕潤,車與車,違反特定標誌(線)禁制,死亡1;受傷2,2,大貨車,男,29,121.507641,24.592609
2021,1,20210111,124036,宜蘭縣三星鄉台7甲線 6公里100.0公尺處東側向內側,雨,日間自然光線,省道,濕潤,車與車,違反特定標誌(線)禁制,死亡1;受傷2,1,小貨車(含客、貨兩用),男,66,121.507641,24.592609
2021,1,20210111,154000,高雄市田寮區西德路 / 高雄市田寮區西德路,晴,日間自然光線,市區道路,乾燥,車與車,違反號誌管制或指揮,死亡1;受傷1,1,小貨車(含客、貨兩用),男,66,120.385789,22.880606
2021,1,20210111,154000,高雄市田寮區西德路 / 高雄市田寮區西德路,晴,日間自然光線,市區道路,乾燥,車與車,違反號誌管制或指揮,死亡1;受傷1,2,小客車,女,34,120.385789,22.880606
2021,1,20210111,185700,高雄市大社區和平路1段118號前0.0公尺,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,未注意車前狀態,死亡1;受傷0,1,機車,女,48,120.30152,22.62716
2021,1,20210111,185700,高雄市大社區和平路1段118號前0.0公尺,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,未注意車前狀態,死亡1;受傷0,2,曳引車,男,31,120.30152,22.62716
2021,1,20210112,84500,臺東縣卑南鄉明峰村牧場60號,陰,日間自然光線,村里道路,濕潤,汽(機)車本身,其他引起事故之違規或不當行為,死亡1;受傷0,2,,無或物(動物、堆置物),-1,121.112814,22.867121
2021,1,20210112,84500,臺東縣卑南鄉明峰村牧場60號,陰,日間自然光線,村里道路,濕潤,汽(機)車本身,其他引起事故之違規或不當行為,死亡1;受傷0,1,機車,女,51,121.112814,22.867121
2021,1,20210112,164153,花蓮縣鳳林鎮花東公路口 / 花蓮縣鳳林鎮長橋路口,陰,日間自然光線,省道,乾燥,車與車,違反號誌管制或指揮,死亡1;受傷0,1,慢車,男,88,121.419328,23.707251
2021,1,20210112,164153,花蓮縣鳳林鎮花東公路口 / 花蓮縣鳳林鎮長橋路口,陰,日間自然光線,省道,乾燥,車與車,違反號誌管制或指揮,死亡1;受傷0,2,小客車,男,24,121.419328,23.707251
2021,1,20210112,164153,花蓮縣鳳林鎮花東公路口 / 花蓮縣鳳林鎮長橋路口,陰,日間自然光線,省道,乾燥,車與車,違反號誌管制或指揮,死亡1;受傷0,3,人,男,24,121.419328,23.707251
2021,1,20210112,180500,屏東縣恆春鎮恆春鎮恆東路與恆南路4巷路口,陰,夜間(或隧道、地下道、涵洞)有照明,其他,乾燥,車與車,酒醉(後)駕駛失控,死亡1;受傷0,1,機車,男,65,120.75079,22.004285
2021,1,20210112,180500,屏東縣恆春鎮恆春鎮恆東路與恆南路4巷路口,陰,夜間(或隧道、地下道、涵洞)有照明,其他,乾燥,車與車,酒醉(後)駕駛失控,死亡1;受傷0,2,大客車,男,64,120.75079,22.004285
2021,1,20210112,195800,臺中市西屯區上安里上安路86號前0.0公尺,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,人與汽(機)車,未注意車前狀態,死亡1;受傷1,1,機車,男,22,120.640339,24.170972
2021,1,20210112,195800,臺中市西屯區上安里上安路86號前0.0公尺,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,人與汽(機)車,未注意車前狀態,死亡1;受傷1,2,人,女,80,120.640339,24.170972
2021,1,20210112,223548,臺中市神岡區國道1號 168公里600.0公尺處北側向減速車道,晴,夜間(或隧道、地下道、涵洞)有照明,國道,乾燥,汽(機)車本身,變換車道或方向不當,死亡1;受傷3,2,,無或物(動物、堆置物),-1,120.689807,24.244319
2021,1,20210112,223548,臺中市神岡區國道1號 168公里600.0公尺處北側向減速車道,晴,夜間(或隧道、地下道、涵洞)有照明,國道,乾燥,汽(機)車本身,變換車道或方向不當,死亡1;受傷3,3,人,男,20,120.689807,24.244319
2021,1,20210112,223548,臺中市神岡區國道1號 168公里600.0公尺處北側向減速車道,晴,夜間(或隧道、地下道、涵洞)有照明,國道,乾燥,汽(機)車本身,變換車道或方向不當,死亡1;受傷3,4,人,男,19,120.689807,24.244319
2021,1,20210112,223548,臺中市神岡區國道1號 168公里600.0公尺處北側向減速車道,晴,夜間(或隧道、地下道、涵洞)有照明,國道,乾燥,汽(機)車本身,變換車道或方向不當,死亡1;受傷3,5,人,男,20,120.689807,24.244319
2021,1,20210112,223548,臺中市神岡區國道1號 168公里600.0公尺處北側向減速車道,晴,夜間(或隧道、地下道、涵洞)有照明,國道,乾燥,汽(機)車本身,變換車道或方向不當,死亡1;受傷3,1,小客車,男,25,120.689807,24.244319
2021,1,20210112,223712,臺南市歸仁區八甲里文化街一段口 / 臺南市歸仁區八甲里大仁街,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,汽(機)車本身,酒醉(後)駕駛失控,死亡1;受傷0,2,,無或物(動物、堆置物),-1,120.30067,22.971547
2021,1,20210112,223712,臺南市歸仁區八甲里文化街一段口 / 臺南市歸仁區八甲里大仁街,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,汽(機)車本身,酒醉(後)駕駛失控,死亡1;受傷0,1,小客車,男,35,120.30067,22.971547
2021,1,20210113,53500,臺北市萬華區東園街 / 臺北市萬華區東園街,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,人與汽(機)車,搶越行人穿越道,死亡1;受傷1,1,機車,男,78,121.497925,25.022701
2021,1,20210113,53500,臺北市萬華區東園街 / 臺北市萬華區東園街,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,人與汽(機)車,搶越行人穿越道,死亡1;受傷1,2,人,男,88,121.497925,25.022701
2021,1,20210113,94300,臺中市大肚區頂街里自由路 / 臺中市大肚區頂街里華山路,晴,日間自然光線,市區道路,乾燥,車與車,違反特定標誌(線)禁制,死亡1;受傷0,1,機車,男,81,120.547745,24.155704
2021,1,20210113,94300,臺中市大肚區頂街里自由路 / 臺中市大肚區頂街里華山路,晴,日間自然光線,市區道路,乾燥,車與車,違反特定標誌(線)禁制,死亡1;受傷0,2,小客車,男,19,120.547745,24.155704
2021,1,20210113,110000,雲林縣西螺鎮河南里社口路埔心17號電桿處,晴,日間自然光線,村里道路,乾燥,車與車,未依規定讓車,死亡1;受傷0,1,機車,男,69,120.442779,23.792713
2021,1,20210113,110000,雲林縣西螺鎮河南里社口路埔心17號電桿處,晴,日間自然光線,村里道路,乾燥,車與車,未依規定讓車,死亡1;受傷0,2,小客車,男,56,120.442779,23.792713
2021,1,20210113,111337,新竹縣芎林鄉富林路口 / 新竹縣芎林鄉竹林路口,晴,日間自然光線,縣道,乾燥,車與車,未依規定讓車,死亡1;受傷0,2,機車,女,76,121.096835,24.750009
2021,1,20210113,111337,新竹縣芎林鄉富林路口 / 新竹縣芎林鄉竹林路口,晴,日間自然光線,縣道,乾燥,車與車,未依規定讓車,死亡1;受傷0,1,大貨車,男,55,121.096835,24.750009
2021,1,20210113,160100,高雄市鳥松區中正路 / 高雄市鳥松區大同路,晴,日間自然光線,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷1,1,曳引車,男,50,120.371218,22.653973
2021,1,20210113,160100,高雄市鳥松區中正路 / 高雄市鳥松區大同路,晴,日間自然光線,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷1,3,人,女,70,120.371218,22.653973
2021,1,20210113,160100,高雄市鳥松區中正路 / 高雄市鳥松區大同路,晴,日間自然光線,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷1,2,機車,男,70,120.371218,22.653973
2021,1,20210113,170700,高雄市湖內區中山路2段154號前0.0公尺前,晴,日間自然光線,市區道路,乾燥,車與車,起步未注意其他車(人)安全,死亡1;受傷1,2,機車,男,39,120.2283,22.90757
2021,1,20210113,170700,高雄市湖內區中山路2段154號前0.0公尺前,晴,日間自然光線,市區道路,乾燥,車與車,起步未注意其他車(人)安全,死亡1;受傷1,1,慢車,男,69,120.2283,22.90757
2021,1,20210114,50615,臺南市下營區後街里中正北路北側 / 臺南市下營區後街里人和二街西側,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,未保持行車安全距離,死亡1;受傷1,3,小客車,男,71,120.261664,23.237488
2021,1,20210114,50615,臺南市下營區後街里中正北路北側 / 臺南市下營區後街里人和二街西側,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,未保持行車安全距離,死亡1;受傷1,1,機車,女,62,120.261664,23.237488
2021,1,20210114,50615,臺南市下營區後街里中正北路北側 / 臺南市下營區後街里人和二街西側,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,未保持行車安全距離,死亡1;受傷1,2,慢車,男,83,120.261664,23.237488
2021,1,20210114,60600,桃園市楊梅區高上里高上路1段67之1號前0.0公尺,晴,晨或暮光,市區道路,乾燥,人與汽(機)車,未注意車前狀態,死亡1;受傷0,2,人,男,79,121.162883,24.937458
2021,1,20210114,60600,桃園市楊梅區高上里高上路1段67之1號前0.0公尺,晴,晨或暮光,市區道路,乾燥,人與汽(機)車,未注意車前狀態,死亡1;受傷0,1,小貨車(含客、貨兩用),男,45,121.162883,24.937458
2021,1,20210114,73400,臺中市大甲區龍泉里中山路二段930-1號前0.0公尺,晴,日間自然光線,市區道路,乾燥,車與車,左轉彎未依規定,死亡1;受傷0,1,機車,男,61,120.641973,24.401343
2021,1,20210114,73400,臺中市大甲區龍泉里中山路二段930-1號前0.0公尺,晴,日間自然光線,市區道路,乾燥,車與車,左轉彎未依規定,死亡1;受傷0,2,小客車,男,26,120.641973,24.401343
2021,1,20210114,82000,臺中市大肚區王田里沙田路1段108號前0.0公尺,晴,日間自然光線,市區道路,乾燥,車與車,未注意車前狀態,死亡1;受傷0,2,小客車,男,51,120.576768,24.118855
2021,1,20210114,82000,臺中市大肚區王田里沙田路1段108號前0.0公尺,晴,日間自然光線,市區道路,乾燥,車與車,未注意車前狀態,死亡1;受傷0,1,機車,男,35,120.576768,24.118855
2021,1,20210114,82000,臺中市大肚區王田里沙田路1段108號前0.0公尺,晴,日間自然光線,市區道路,乾燥,車與車,未注意車前狀態,死亡1;受傷0,3,半聯結車,男,54,120.576768,24.118855
2021,1,20210114,95900,臺東縣卑南鄉和平路東側 / 臺東縣卑南鄉和平路北側,晴,日間自然光線,村里道路,乾燥,車與車,未依規定讓車,死亡1;受傷0,1,機車,男,84,121.091829,22.787285
2021,1,20210114,95900,臺東縣卑南鄉和平路東側 / 臺東縣卑南鄉和平路北側,晴,日間自然光線,村里道路,乾燥,車與車,未依規定讓車,死亡1;受傷0,2,大貨車,男,21,121.091829,22.787285
2021,1,20210114,150546,花蓮縣秀林鄉和平村和平路83之1號前0.0公尺,晴,日間自然光線,村里道路,乾燥,人與汽(機)車,起步未注意其他車(人)安全,死亡1;受傷0,2,人,女,1,121.747784,24.308947
2021,1,20210114,150546,花蓮縣秀林鄉和平村和平路83之1號前0.0公尺,晴,日間自然光線,村里道路,乾燥,人與汽(機)車,起步未注意其他車(人)安全,死亡1;受傷0,1,小客車,女,23,121.747784,24.308947
2021,1,20210114,163910,新竹縣尖石鄉嘉樂村3鄰嘉樂路179-6號前0.0公尺附近,晴,日間自然光線,縣道,乾燥,車與車,不明原因肇事,死亡1;受傷0,1,小客車,男,23,121.211806,24.705057
2021,1,20210114,163910,新竹縣尖石鄉嘉樂村3鄰嘉樂路179-6號前0.0公尺附近,晴,日間自然光線,縣道,乾燥,車與車,不明原因肇事,死亡1;受傷0,2,大貨車,男,30,121.211806,24.705057
2021,1,20210114,164300,臺中市東區近東英六街,晴,晨或暮光,市區道路,乾燥,汽(機)車本身,未注意車前狀態,死亡1;受傷0,2,,無或物(動物、堆置物),0,120.710303,24.139932
2021,1,20210114,164300,臺中市東區近東英六街,晴,晨或暮光,市區道路,乾燥,汽(機)車本身,未注意車前狀態,死亡1;受傷0,1,機車,女,51,120.710303,24.139932
2021,1,20210114,175500,臺南市善化區南關里三民路口 / 臺南市善化區南關里永安路口,晴,夜間(或隧道、地下道、涵洞)有照明,村里道路,乾燥,車與車,未依規定讓車,死亡1;受傷0,1,小客車,女,40,120.287805,23.129519
2021,1,20210114,175500,臺南市善化區南關里三民路口 / 臺南市善化區南關里永安路口,晴,夜間(或隧道、地下道、涵洞)有照明,村里道路,乾燥,車與車,未依規定讓車,死亡1;受傷0,2,慢車,女,82,120.287805,23.129519
2021,1,20210114,194500,新北市板橋區新北市板橋區堤外機車專用道路與堤外機車專用道路(浮洲橫移門),晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,人與汽(機)車,搶越行人穿越道,死亡1;受傷2,1,機車,男,18,121.46982,25.036062
2021,1,20210114,194500,新北市板橋區新北市板橋區堤外機車專用道路與堤外機車專用道路(浮洲橫移門),晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,人與汽(機)車,搶越行人穿越道,死亡1;受傷2,3,人,男,14,121.46982,25.036062
2021,1,20210114,194500,新北市板橋區新北市板橋區堤外機車專用道路與堤外機車專用道路(浮洲橫移門),晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,人與汽(機)車,搶越行人穿越道,死亡1;受傷2,2,人,男,73,121.46982,25.036062
2021,1,20210115,40500,臺南市歸仁區中正北路2段124號南側,晴,夜間(或隧道、地下道、涵洞)有照明,縣道,乾燥,汽(機)車本身,未注意車前狀態,死亡1;受傷0,2,,無或物(動物、堆置物),-1,120.293608,22.981622
2021,1,20210115,40500,臺南市歸仁區中正北路2段124號南側,晴,夜間(或隧道、地下道、涵洞)有照明,縣道,乾燥,汽(機)車本身,未注意車前狀態,死亡1;受傷0,1,機車,男,66,120.293608,22.981622
2021,1,20210115,65000,彰化縣伸港鄉溪底村濱海路 / 彰化縣伸港鄉溪底村工五路,晴,日間自然光線,村里道路,乾燥,車與車,違反特定標誌(線)禁制,死亡1;受傷0,2,大貨車,男,39,120.514398,24.167575
2021,1,20210115,65000,彰化縣伸港鄉溪底村濱海路 / 彰化縣伸港鄉溪底村工五路,晴,日間自然光線,村里道路,乾燥,車與車,違反特定標誌(線)禁制,死亡1;受傷0,1,機車,女,78,120.514398,24.167575
2021,1,20210115,73700,新北市中和區新北市中和區中正路64巷,晴,日間自然光線,市區道路,乾燥,車與車,爭(搶)道行駛,死亡1;受傷0,1,機車,男,49,121.501224,24.993962
